"Export date: 2020. 5. 6. 오후 1:14:14","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Reviews","Rating","Rank","Seller type","Category","ASIN","Link"
"Search Term: Yogi tea","","1","Yogi Tea - Get Well Variety Pack Sampler (6 Pack) - 6 Teas for Cold and Flu Symptom Support - 96 Tea Bags","Yogi","$24.88","4755","128","$118304","109","5","2026","FBA","Grocery & Gourmet Food","B07WQFWGHV","https://www.amazon.com/Yogi-Tea-Variety-Sampler-Symptom/dp/B07WQFWGHV/ref=sr_1_2?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-2"
"Average Sales: 827","","2","YOGI TEA SAMPLER 24 FLAVORS (72 TEA BAGS)","Yogi","$30.99","505","19","$15650","173","4","14749","FBA","Grocery & Gourmet Food","B077Z6YRF6","https://www.amazon.com/YOGI-TEA-SAMPLER-FLAVORS-BAGS/dp/B077Z6YRF6/ref=sr_1_3?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-3"
"Average Sales Rank: 60,209","","3","Yogi Tea - Lemon Ginger (4 Pack) - Supports Healthy Digestion - 64 Tea Bags","Yogi","$15.36","1541","77","$23670","14","4.5","3767","FBA","Grocery & Gourmet Food","B07YGR8XCK","https://www.amazon.com/Yogi-Tea-Supports-Healthy-Digestion/dp/B07YGR8XCK/ref=sr_1_4?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-4"
"Average Price: $16.13","","4","Yogi Tea - Honey Lavender Stress Relief (6 Pack) - Soothing Serenity Blend - 96 Tea Bags","Yogi","$23.04","1136","45","$26173","190","5","6704","FBA","Grocery & Gourmet Food","B07B9LMD5Q","https://www.amazon.com/Yogi-Tea-Lavender-Soothing-Serenity/dp/B07B9LMD5Q/ref=sr_1_5?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-5"
"Average Reviews: 411","","5","Yogi Tea - Green Tea Super Antioxidant - Helps Reduce Free Radicals - 6 Pack 96 Tea Bags Total","Yogi","$23.04","1577","55","$36334","417","4.5","5431","FBA","Grocery & Gourmet Food","B0009F3SC8","https://www.amazon.com/Yogi-Tea-Antioxidant-Reduce-Radicals/dp/B0009F3SC8/ref=sr_1_6?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-6"
"","","6","Yogi Tea Cinnamon Vanilla Healthy Skin 16 Count","Yogi Tea","$5.57","1477","66","$8227","576","4.5","4435","AMZ","Grocery & Gourmet Food","B00BY6NN30","https://www.amazon.com/Yogi-Cinnamon-Vanilla-Healthy-Packaging/dp/B00BY6NN30/ref=sr_1_7?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-7"
"","","7","Yogi Tea - Echinacea Immune Support (6 Pack) - Supports Immune Function - 96 Tea Bags Total","Yogi","$23.04","1847","56","$42555","214","4.5","5342","FBA","Grocery & Gourmet Food","B0009F3SAU","https://www.amazon.com/Yogi-Tea-Echinacea-Supports-Function/dp/B0009F3SAU/ref=sr_1_8?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-8"
"","","8","Yogi Tea - Breathe Deep (6 Pack) - Supports Respiratory Health - 96 Tea Bags Total","Yogi","$23.04","2660","69","$61286","296","4.5","4224","FBA","Grocery & Gourmet Food","B000CMIYWC","https://www.amazon.com/Yogi-Tea-Breathe-Supports-Respiratory/dp/B000CMIYWC/ref=sr_1_9?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-9"
"","","9","Yogi Tea Chai Rooibos 16 Count","Yogi","$4.29","1924","59","$8254","271","4.5","5018","AMZ","Grocery & Gourmet Food","B0019LU5LS","https://www.amazon.com/Yogi-Herbal-Teas-Chai-Rooibos/dp/B0019LU5LS/ref=sr_1_10?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-10"
"","","10","Yogi Tea - Breathe Deep (4 Pack) - Supports Respiratory Health - 64 Tea Bags","Yogi","$15.36","396","18","$6083","13","5","15154","FBA","Grocery & Gourmet Food","B083TBG878","https://www.amazon.com/Yogi-Tea-Breathe-Supports-Respiratory/dp/B083TBG878/ref=sr_1_11?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-11"
"","","11","Yogi Tea - Yogi Favorites Variety Pack in Gift Box Packaging (6 Pack) - Includes 6 of the Most Popular Yogi Teas - 96 Tea Bags","Yogi","$25.88","425","34","$10999","35","5","8769","FBA","Grocery & Gourmet Food","B07WQFXC7Y","https://www.amazon.com/Yogi-Tea-Favorites-Variety-Packaging/dp/B07WQFXC7Y/ref=sr_1_12?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-12"
"","","12","Yogi Tea - Raspberry Passion Perfect Energy (4 Pack) - Energizes and Supports Focus - 64 Tea Bags","Yogi","$15.36","368","12","$5652","1","5","20645","FBA","Grocery & Gourmet Food","B083SSZ41L","https://www.amazon.com/Yogi-Tea-Raspberry-Energizes-Supports/dp/B083SSZ41L/ref=sr_1_13?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-13"
"","","13","Yogi Tea - Honey Chai Turmeric Vitality (6 Pack) - Sweet and Spicy Blend - 96 Tea Bags Total","Yogi","$23.04","1781","38","$41034","160","4.5","7860","FBA","Grocery & Gourmet Food","B07B9FG8WL","https://www.amazon.com/Yogi-Tea-Honey-Turmeric-Vitality/dp/B07B9FG8WL/ref=sr_1_14?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-14"
"","","14","Yogi Tea - Mango Ginger (4 Pack) - Supports Healthy Digestion - 64 Tea Bags","Yogi","$15.36","325","21","$4992","36","4.5","13599","FBA","Grocery & Gourmet Food","B07YGMVFYX","https://www.amazon.com/Yogi-Tea-Supports-Healthy-Digestion/dp/B07YGMVFYX/ref=sr_1_15?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-15"
"","","15","Yogi Tea - Bedtime - Supports a Good Night's Sleep - 6 Pack 96 Tea Bags Total","Yogi","$23.04","1784","68","$41103","805","4.5","4348","FBA","Grocery & Gourmet Food","B0009F3SA0","https://www.amazon.com/Yogi-Tea-Bedtime-Soothing-Spicy/dp/B0009F3SA0/ref=sr_1_16?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-16"
"","","16","Yogi Tea - Blackberry Apple Cider Digestive Awakening (4 Pack) - Supports Healthy Digestion - 64 Tea Bags","Yogi","$15.36","375","14","$5760","29","4.5","18551","FBA","Grocery & Gourmet Food","B07YGNS884","https://www.amazon.com/Yogi-Tea-Blackberry-Digestive-Awakening/dp/B07YGNS884/ref=sr_1_17?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-17"
"","","17","YOGI TEA SAMPLER 20 FLAVORS ( 60 TEA BAGS )","Yogi","$24.97","252","8","$6292","44","4","27429","FBA","Grocery & Gourmet Food","B077ZCM39L","https://www.amazon.com/YOGI-TEA-SAMPLER-FLAVORS-BAGS/dp/B077ZCM39L/ref=sr_1_22?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-22"
"","","18","Yogi Tea - Vanilla Spice Perfect Energy (6 Pack) - Energizes and Supports Focus - 96 Tea Bags Total","Yogi","$23.04","1182","39","$27233","285","4.5","7605","FBA","Grocery & Gourmet Food","B004051BO0","https://www.amazon.com/Yogi-Tea-Vanilla-Energizes-Supports/dp/B004051BO0/ref=sr_1_23?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-23"
"","","19","Yogi Tea - Digestion and Detox Tea Variety Pack Sampler (6 Pack) - 96 Tea Bags","Yogi","$24.88","764","46","$19008","117","4.5","6463","FBA","Grocery & Gourmet Food","B07P988S29","https://www.amazon.com/Yogi-Tea-Digestion-Variety-Sampler/dp/B07P988S29/ref=sr_1_24?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-24"
"","","20","Yogi Tea - Vanilla Spice Perfect Energy (4 Pack) - Energizes and Supports Focus - 64 Tea Bags","Yogi","$15.36","295","8","$4531","2","5","29324","FBA","Grocery & Gourmet Food","B083STDP79","https://www.amazon.com/Yogi-Tea-Vanilla-Energizes-Supports/dp/B083STDP79/ref=sr_1_25?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-25"
"","","21","Yogi Tea - Green Tea Kombucha (4 Pack) - Supplies Antioxidants - 64 Tea Bags","Yogi","$15.36","520","26","$7987","9","4","11018","FBA","Grocery & Gourmet Food","B083T7YP5B","https://www.amazon.com/Yogi-Tea-Kombucha-Supplies-Antioxidants/dp/B083T7YP5B/ref=sr_1_26?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-26"
"","","22","Yogi Tea - DeTox Tea (4 Pack) - Healthy Cleansing Formula With Traditional Ayurvedic Herbs - 64 Tea Bags","Yogi","$15.36","945","51","$14515","28","4.5","5839","FBA","Grocery & Gourmet Food","B07YL6G6VY","https://www.amazon.com/Yogi-Tea-Cleansing-Traditional-Ayurvedic/dp/B07YL6G6VY/ref=sr_1_27?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-27"
"","","23","Yogi Tea - Green Tea Kombucha (6 Pack) - Supplies Antioxidants - 96 Tea Bags Total","Yogi","$23.04","1442","42","$33224","515","4.5","7151","FBA","Grocery & Gourmet Food","B0009F3SBY","https://www.amazon.com/Yogi-Tea-Kombucha-Supplies-Antioxidants/dp/B0009F3SBY/ref=sr_1_28?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-28"
"","","24","Yogi Tea Sweet Tangerine Positive Energy 16 ct","Yogi","","2076","17","$0","283","4.5","15811","","Grocery & Gourmet Food","B007M8FRTW","https://www.amazon.com/Yogi-Tangerine-Positive-Energy-Packaging/dp/B007M8FRTW/ref=sr_1_29?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-29"
"","","25","Yogi Tea - Throat Comfort (6 Pack) - Soothes the Throat - 96 Tea Bags Total","Yogi","$23.04","856","20","$19722","229","4.5","14034","FBA","Grocery & Gourmet Food","B000CMH0OU","https://www.amazon.com/Yogi-Tea-Throat-Comfort-Soothes/dp/B000CMH0OU/ref=sr_1_30?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-30"
"","","26","Yogi Tea - Green Tea Passion Fruit Matcha (4 Pack) - Supplies Antioxidants - 64 Tea Bags","Yogi","$15.36","320","12","$4915","16","4.5","21362","FBA","Grocery & Gourmet Food","B07YH2HM2Q","https://www.amazon.com/Yogi-Tea-Passion-Supplies-Antioxidants/dp/B07YH2HM2Q/ref=sr_1_31?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-31"
"","","27","Yogi Tea - DeTox Tea (6 Pack) - Healthy Cleansing Formula With Traditional Ayurvedic Herbs - 96 Tea Bags Total","Yogi","$23.04","2181","77","$50250","890","4.5","3764","FBA","Grocery & Gourmet Food","B0009F3SAK","https://www.amazon.com/Yogi-Tea-Cleansing-Traditional-Ayurvedic/dp/B0009F3SAK/ref=sr_1_32?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-32"
"","","28","Yogi Tea - Throat Comfort (4 Pack) - Soothes the Throat - 64 Tea Bags","Yogi","$15.36","540","12","$8294","5","4","21340","FBA","Grocery & Gourmet Food","B083T7XM51","https://www.amazon.com/Yogi-Tea-Throat-Comfort-Soothes/dp/B083T7XM51/ref=sr_1_33?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-33"
"","","29","Yogi Tea - Relaxed Mind (4 Pack) - Promotes Tranquility - 64 Tea Bags","Yogi","$15.36","100","4","$1536","5","5","45899","FBA","Grocery & Gourmet Food","B083T811XY","https://www.amazon.com/Yogi-Tea-Relaxed-Promotes-Tranquility/dp/B083T811XY/ref=sr_1_34?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-34"
"","","30","YOGI TEA SAMPLER 12 FLAVORS (36 TEA BAGS)","Yogi","$16.99","233","5","$3959","70","4","37856","FBA","Grocery & Gourmet Food","B07489VGF2","https://www.amazon.com/YOGI-TEA-SAMPLER-FLAVORS-BAGS/dp/B07489VGF2/ref=sr_1_35?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-35"
"","","31","Yogi Tea - Original Yogi Tea (4 Pack) - Richly Spiced and Warming - 64 Tea Bags","Yogi","$15.36","55","2","$845","1","5","67561","FBA","Grocery & Gourmet Food","B083T99JKG","https://www.amazon.com/Yogi-Tea-Original-Richly-Warming/dp/B083T99JKG/ref=sr_1_36?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-36"
"","","32","Yogi Tea - Raspberry Passion Perfect Energy (6 Pack) - Energizes and Supports Focus - 96 Tea Bags Total","Yogi","$23.04","250","9","$5760","75","4.5","25806","FBA","Grocery & Gourmet Food","B00511MLLE","https://www.amazon.com/Yogi-Tea-Raspberry-Energizes-Supports/dp/B00511MLLE/ref=sr_1_37?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-37"
"","","33","Yogi Tea - Caramel Apple Spice Slim Life (6 Pack) - Energizes and Supports a Dieting Program - 96 Tea Bags","Yogi","$23.04","210","6","$4838","59","4.5","36249","FBA","Grocery & Gourmet Food","B07B9ZQRM6","https://www.amazon.com/Yogi-Tea-Caramel-Energizes-Supports/dp/B07B9ZQRM6/ref=sr_1_38?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-38"
"","","34","Yogi Tea - Cinnamon Vanilla Healthy Skin - Supports a Healthy Glow - 6 Pack 96 Tea Bags Total","Yogi","$23.04","480","12","$11059","89","5","20506","FBA","Grocery & Gourmet Food","B01AS507SG","https://www.amazon.com/Yogi-Tea-Cinnamon-Vanilla-Supports/dp/B01AS507SG/ref=sr_1_39?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-39"
"","","35","Yogi Tea - Egyptian Licorice Mint (6 Pack) - Warming and Naturally Spicy Sweet - 96 Tea Bags Total","Yogi","$23.04","605","21","$13939","262","5","13522","FBA","Grocery & Gourmet Food","B000CMF1A0","https://www.amazon.com/Yogi-Tea-Egyptian-Licorice-Naturally/dp/B000CMF1A0/ref=sr_1_40?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-40"
"","","36","Yogi Tea - Cold Season (6 Pack) - Supports the Body During the Cold Weather Season - 96 Tea Bags Total","Yogi","$23.04","137","2","$3156","96","4.5","70483","FBA","Grocery & Gourmet Food","B000CMIYX6","https://www.amazon.com/Yogi-Tea-Season-Supports-Weather/dp/B000CMIYX6/ref=sr_1_41?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-41"
"","","37","Yogi Tea Herbal Stress Relief Honey Lavender 16 ea ( pack of 2)","Yogi","$18.99","457","13","$8678","115","4.5","20101","FBA","Grocery & Gourmet Food","B019Z67IRW","https://www.amazon.com/Yogi-Herbal-Stress-Relief-Lavender/dp/B019Z67IRW/ref=sr_1_42?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-42"
"","","38","Yogi Tea - Original Yogi Tea (6 Pack) - Richly Spiced and Warming - 96 Tea Bags Total","Yogi","$23.04","120","4","$2765","17","4.5","46056","FBA","Grocery & Gourmet Food","B07694KV1T","https://www.amazon.com/Original-Gluten-Kosher-Vegan-Organic/dp/B07694KV1T/ref=sr_1_43?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-43"
"","","39","Yogi Herbal Teas Relaxed Mind 16 ea ( pack of 2)","Yogi","$13.99","158","4","$2210","18","4.5","43660","FBA","Grocery & Gourmet Food","B019Z6A98W","https://www.amazon.com/Yogi-Herbal-Teas-Relaxed-Mind/dp/B019Z6A98W/ref=sr_1_44?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-44"
"","","40","Yogi Herbal Tea Bags Echinacea Immune Support 16 ea ( pack of 2)","YOGI","$14.99","120","4","$1799","17","5","46580","FBA","Grocery & Gourmet Food","B01KKW7B54","https://www.amazon.com/Yogi-Herbal-Echinacea-Immune-Support/dp/B01KKW7B54/ref=sr_1_45?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-45"
"","","41","Yogi Herbal Tea Bags Detox 16 ea ( pack of 2)","Modhui","$14.99","330","11","$4947","61","4.5","22254","FBA","Grocery & Gourmet Food","B00P2PKYQI","https://www.amazon.com/Yogi-Herbal-Bags-Detox-pack/dp/B00P2PKYQI/ref=sr_1_46?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-46"
"","","42","Yogi Tea - Relaxed Mind - Promotes Tranquility - 6 Pack 96 Tea Bags Total","Yogi","$23.04","198","6","$4562","81","4.5","34142","FBA","Grocery & Gourmet Food","B00404XCLQ","https://www.amazon.com/Yogi-Tea-Relaxed-Promotes-Tranquility/dp/B00404XCLQ/ref=sr_1_47?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-47"
"","","43","Yogi Tea - Calming - Helps Soothe Mild Tension - 6 Pack 96 Tea Bags Total","Yogi","$23.04","266","15","$6129","95","4.5","17845","FBA","Grocery & Gourmet Food","B000CMIYWM","https://www.amazon.com/Yogi-Tea-Calming-Soothe-Tension/dp/B000CMIYWM/ref=sr_1_48?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-48"
"","","44","Yogi Tea - Kava Stress Relief (4 Pack) - Eases Tension and Promotes Relaxation - 64 Tea Bags","Yogi","$44.00","865","3","$38060","18","4.5","56671","","Grocery & Gourmet Food","B083SV2M91","https://www.amazon.com/Yogi-Tea-Tension-Promotes-Relaxation/dp/B083SV2M91/ref=sr_1_49?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-49"
"","","45","Yogi Tea Kava Stress Relief - Caffeine Free - 16 Tea Bags - 100% Natural - Herbal Tea Supplement","Yogi","$13.41","690","25","$9253","18","4.5","11521","FBA","Grocery & Gourmet Food","B013KAT6YW","https://www.amazon.com/Yogi-Tea-Kava-Stress-Relief/dp/B013KAT6YW/ref=sr_1_50?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-50"
"","","46","Yogi Tea - Peach DeTox (6 Pack) - Healthy Cleansing Formula - 96 Tea Bags Total","Yogi","$23.04","458","15","$10552","220","4","18019","FBA","Grocery & Gourmet Food","B0009F3SDC","https://www.amazon.com/Yogi-Tea-Healthy-Cleansing-Formula/dp/B0009F3SDC/ref=sr_1_51?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-51"
"","","47","Yogi Tea - Honey Lemon Throat Comfort (4 Pack) - Soothes the Throat - 64 Tea Bags","Yogi","$15.36","120","3","$1843","2","5","57534","FBA","Grocery & Gourmet Food","B083SV3R6Y","https://www.amazon.com/Yogi-Tea-Throat-Comfort-Soothes/dp/B083SV3R6Y/ref=sr_1_52?dchild=1&keywords=Yogi+tea&qid=1588738362&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-52"
