"Export date: 2020. 5. 6. 오후 1:14:14","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Reviews","Rating","Rank","Seller type","Category","ASIN","Link"
"","","195","Numi Organic Tea Jasmine Green 18 Count Box of Tea Bags (Packaging May Vary)","Numi","$4.12","706","21","$2909","1655","4.5","13339","AMZ","Grocery & Gourmet Food","B000VK2P9S","https://www.amazon.com/Numi-Organic-Monkey-Jasmine-Green/dp/B000VK2P9S/ref=sr_1_199?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-199"
"","","196","Teas' Tea Unsweetened Jasmine Green Tea 16.9 Ounce (Pack of 12) Organic Zero Calories No Sugars No Artificial Sweeteners Antioxidant Rich High in Vitamin C","Teas' Tea","$16.87","2568","96","$43322","1067","4.5","2895","AMZ","Grocery & Gourmet Food","B0017T6S1I","https://www.amazon.com/Teas-Tea-Unsweetened-Artificial-Antioxidant/dp/B0017T6S1I/ref=sr_1_200?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-200"
"","","197","Yogi Teas Tea Caramel Bedtime Pack of 3","Yogi","$20.98","26","1","$545","40","4","107071","","Grocery & Gourmet Food","B00H9IZW22","https://www.amazon.com/Yogi-Teas-Caramel-Bedtime-Pack/dp/B00H9IZW22/ref=sr_1_201?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-201"
"","","198","Gaia Herbs Cleanse & Detox Herbal Tea 16 Tea Bags - Everyday Cleansing & Detoxification Healthy Liver Function","Gaia Herbs","$5.99","993","39","$5948","340","4.5","13538","AMZ","Health & Household","B01FGGK0TI","https://www.amazon.com/Gaia-Herbs-Cleanse-Detox-Herbal/dp/B01FGGK0TI/ref=sr_1_202?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-202"
"","","199","Yogi Tea Sweet Tangerine Positive Energy 16 teabags 1 box by Yogi Tea","Yogi","$10.94","38","2","$416","2","5","71270","FBA","Grocery & Gourmet Food","B018KUUVHI","https://www.amazon.com/Yogi-Tangerine-Positive-Energy-teabags/dp/B018KUUVHI/ref=sr_1_203?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-203"
"","","200","Hyleys Wellness Turmeric with Green Tea Ginger & Lemon Flavor - 25 Tea Bags (Gmo Free Gluten Free Dairy Free Sugar Free & 100% Natural)","HYLEYS Tea","$10.95","155","9","$1697","2","5","26986","AMZ","Grocery & Gourmet Food","B07ZXN2P2L","https://www.amazon.com/Hyleys-Wellness-Turmeric-Tea-Ginger/dp/B07ZXN2P2L/ref=sr_1_204?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-204"
"","","201","Yogi Egyptian Licorice Mint Tea (3X16 Bag)","Yogi","$28.79","10","0","$288","4","5","263748","FBA","Grocery & Gourmet Food","B006R0DJKK","https://www.amazon.com/Yogi-Egyptian-Licorice-Mint-3X16/dp/B006R0DJKK/ref=sr_1_205?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-205"
"","","202","Davidson's Tea Cinnamon Vanilla 100-Count Tea Bags","Davidson's","$12.90","30","1","$387","1839","4","105703","AMZ","Grocery & Gourmet Food","B000SARH80","https://www.amazon.com/Davidsons-Tea-Cinnamon-Vanilla-100-Count/dp/B000SARH80/ref=sr_1_206?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-206"
"","","203","DAVIDsTEA Fan Faves Sachet Tea Wheel Tea Assortment Box Tea Gift Set Ready-to-Steep No Filters Needed 36 sachets 3.2 Ounces","DAVIDs TEA","$32.00","315","27","$10080","36","5","10889","FBA","Grocery & Gourmet Food","B07VT8HYNZ","https://www.amazon.com/DAVIDsTEA-Assortment-Filters-sachets-Favorites/dp/B07VT8HYNZ/ref=sr_1_207?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-207"
"","","204","Yogi Teas Tea Peach Detox Org3","Yogi","$18.99","15","1","$285","13","3.5","145331","FBA","Grocery & Gourmet Food","B00028LV5S","https://www.amazon.com/Yogi-Teas-Peach-Detox-Org3/dp/B00028LV5S/ref=sr_1_208?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-208"
"","","205","Yogi Egyptian Licorice Tea Bags 16 ea","Yogi","$8.99","30","1","$270","45","4.5","95739","","Grocery & Gourmet Food","B00016AU08","https://www.amazon.com/Yogi-Egyptian-Licorice-Tea-Bags/dp/B00016AU08/ref=sr_1_209?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-209"
"","","206","Stash Tea Premium Caffeine Free Herbal Tea Cinnamon Vanilla 18 Count","Stash Tea","$7.00","228","4","$1596","342","4.5","42714","FBA","Grocery & Gourmet Food","B01DP9BUJW","https://www.amazon.com/Stash-Tea-Premium-Caffeine-Cinnamon/dp/B01DP9BUJW/ref=sr_1_210?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-210"
"","","207","Sleep Better Tea Kit - 40+ Servings Night Time Herb Tea Assortment with 10 Honey Sticks. Perfect Sampler Gift for Those Who Look For a Good Nights Sleep. Best Tea Gift","Honey Tea & Me","$24.99","184","14","$4598","76","4.5","18805","FBA","Grocery & Gourmet Food","B07K7VYQGC","https://www.amazon.com/Sleep-Better-Tea-Kit-Assortment/dp/B07K7VYQGC/ref=sr_1_211?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-211"
"","","208","Yogi Tea Stomach Ease Herbal Supplement Tea Bags 16 ct","Yogi","$14.40","0","0","$0","2","5","344656","","Grocery & Gourmet Food","B0054Q21BQ","https://www.amazon.com/Yogi-Stomach-Ease-Herbal-Supplement/dp/B0054Q21BQ/ref=sr_1_212?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-212"
"","","209","Twinings of London Lemon & Ginger Herbal Tea Bags 50 Count (Pack of 1)","Twinings","$11.93","2450","72","$29229","195","4.5","4030","FBA","Grocery & Gourmet Food","B079Y5WDHH","https://www.amazon.com/Twinings-London-Lemon-Ginger-Herbal/dp/B079Y5WDHH/ref=sr_1_217?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-217"
"","","210","Traditional Medicinals Organic Smooth Move Herbal Stimulant Laxative Wrapped Tea Bags 16 Count (Pack of 1)","Traditional Medicinals","$6.95","40","1","$278","79","4.5","157429","","Grocery & Gourmet Food","B00JSCGA3C","https://www.amazon.com/Traditional-Medicinals-Organic-Stimulant-Laxative/dp/B00JSCGA3C/ref=sr_1_218?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-218"
"","","211","Yogi Kava Stress Relief Tea Bags 16 Bags - 2 Pack","Yogi","$12.50","30","2","$375","132","4.5","80444","","Grocery & Gourmet Food","B006K3W1FS","https://www.amazon.com/Yogi-Kava-Stress-Relief-Bags/dp/B006K3W1FS/ref=sr_1_219?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-219"
"","","212","Calming Blends Diverticulitis and Diverticulosis Tea Certified Organic Caffeine Free 2 Oz","CALMING BLENDS","$18.95","791","32","$14989","436","4.5","9268","FBA","Grocery & Gourmet Food","B01DTH9K0G","https://www.amazon.com/Diverticulitis-Diverticulosis-natural-caffeine-packaged/dp/B01DTH9K0G/ref=sr_1_220?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-220"
"","","213","Stash Tea Organic Premium Green Tea 18 Count Box of Tea Bags Individually Wrapped in Foil (Pack of 6) Medium Caffiene Tea Japanese Style Green Tea Hot or Iced","Stash","$19.14","20","1","$383","284","4.5","110604","AMZ","Grocery & Gourmet Food","B000NIFO96","https://www.amazon.com/Stash-Tea-Individually-Caffiene-Japanese/dp/B000NIFO96/ref=sr_1_221?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-221"
"","","214","Yogis Herbs MURUNGAI Instant Kashayam / Moringa Tea (Moringa Oleifera)  Herbal Infusion  20 Dip Bags","YOGIS HERBS","$5.99","0","0","$0","0","","245809","FBA","Grocery & Gourmet Food","B07ZRXMN1Y","https://www.amazon.com/MURUNGAI-Instant-Kashayam-Moringa-Oleifera/dp/B07ZRXMN1Y/ref=sr_1_222?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-222"
"","","215","Elderberry Tea with Calendula Yarrow Rosehip Thyme Peppermint - Vitamin C Rich Immune System Booster Cough & Cold Season Tea| Caffeine Free Immunity Support Herbal Blend - 60 grams","Teatox Life","$17.99","337","9","$6063","36","5","25395","FBA","Grocery & Gourmet Food","B06XK8NR27","https://www.amazon.com/Elderflower-Tea-Loose-Leaf-Allergies/dp/B06XK8NR27/ref=sr_1_223?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-223"
"","","216","Stash Tea Coconut Mango Wuyi Oolong Tea 100 Count Tea Bags in Foil (packaging may vary) Individual Black Tea Bags for Use in Teapots Mugs or Cups Brew Hot Tea or Iced Tea Fair Trade Certified","Stash","$14.25","258","10","$3677","106","4.5","23733","AMZ","Grocery & Gourmet Food","B003D4MXFK","https://www.amazon.com/Stash-Tea-packaging-Individual-Certified/dp/B003D4MXFK/ref=sr_1_224?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-224"
"","","217","Stash Tea Green Tea Six Flavor Assortment 18-20 Count Tea Bags in Foil (Pack of 6)","Stash","$14.99","2067","78","$30984","340","4.5","3725","AMZ","Grocery & Gourmet Food","B005Q8BL72","https://www.amazon.com/Stash-Tea-Green-Flavor-Assortment/dp/B005Q8BL72/ref=sr_1_225?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-225"
"","","218","Traditional Medicinals TBOS Organic Spearmint Herbal Tea 16 Count (Pack of 1)","Traditional Medicinals","$5.77","294","21","$1696","726","4.5","13330","FBA","Grocery & Gourmet Food","B00MN4DC0Q","https://www.amazon.com/Traditional-Medicinals-Organic-Spearmint-Certified/dp/B00MN4DC0Q/ref=sr_1_226?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-226"
"","","219","Yogi Tea Green Tea Blueberry Slim Life 16 Bags (Pack of 3)","Yogi","$15.13","65","6","$983","43","4","34691","FBA","Grocery & Gourmet Food","B003DR9UFS","https://www.amazon.com/Yogi-Green-Blueberry-Slim-Life/dp/B003DR9UFS/ref=sr_1_227?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-227"
"","","220","Stash Tea Organic Green Tea Lemon Ginger 100 Count Tea Bags in Foil (packaging may vary) Individual Green Tea Bags for Use in Teapots Mugs or Cups Brew Hot Tea or Iced Tea","Stash","$15.48","546","15","$8452","118","4.5","18081","AMZ","Grocery & Gourmet Food","B00E19WEB4","https://www.amazon.com/Stash-Tea-Organic-packaging-Individual/dp/B00E19WEB4/ref=sr_1_228?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-228"
"","","221","Numi Organic Tea Moroccan Mint 18 Count Box of Tea Bags (Pack of 3) Herbal Teasan (Packaging May Vary)","Numi","$14.07","1394","40","$19614","1117","4.5","7544","AMZ","Grocery & Gourmet Food","B003ULJJN0","https://www.amazon.com/Numi-Organic-Moroccan-Herbal-Packaging/dp/B003ULJJN0/ref=sr_1_229?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-229"
"","","222","Aprika Life - Sleep Tea with Sleep Guide 100% Natural Herbal Tea with 12 Herbs Created by Herbalists Promotes Relaxation Aids Anxiety Insomnia & Stress Relief - Restful Sleep - 60 bags","aprika life","$14.99","570","22","$8544","16","5","12645","FBA","Grocery & Gourmet Food","B084MBLXHV","https://www.amazon.com/Aprika-Life-Herbalists-Promotes-Relaxation/dp/B084MBLXHV/ref=sr_1_230?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-230"
"","","223","Stash Tea Organic Chocolate Orange Herbal Tea 18 Count Tea Bags in Foil (Pack of 6) (Packaging May Vary) Individual Herbal Tea Bags for Use in Teapots Mugs or Cups Brew Hot Tea or Iced Tea","Stash","$19.38","15","1","$291","13","3.5","128147","AMZ","Grocery & Gourmet Food","B00B09EI4E","https://www.amazon.com/Stash-Tea-Chocolate-Packaging-Individual/dp/B00B09EI4E/ref=sr_1_231?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-231"
"","","224","Traditional Medicinals Tea Breathe Easy 16 ct","Traditional Medicinals","$9.50","306","3","$2907","60","4.5","54044","FBA","Grocery & Gourmet Food","B0000TZJW0","https://www.amazon.com/Traditional-Medicinals-Tea-Breathe-Easy/dp/B0000TZJW0/ref=sr_1_232?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-232"
"","","225","Stash Tea Lemon Ginger Herbal Tea 100 Count Box of Tea Bags Premium Herbal Tisane Citrus-y Warming Herbal Tea Enjoy Hot or Iced","Stash","$18.99","2787","65","$52925","1237","4.5","4523","AMZ","Grocery & Gourmet Food","B003D4IYJO","https://www.amazon.com/Stash-Tea-Premium-Citrus-y-Warming/dp/B003D4IYJO/ref=sr_1_233?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-233"
"","","226","Tiesta Tea | Immunity Tea Chocolate Ginger Turmeric Spiced Cocoa Rooibos Tea 200 Servings 1 Lb Bag Caffeine Free Loose Leaf Herbal Tea Immunity Blend Non-GMO","Tiesta Tea","$27.52","12","1","$330","188","4.5","163429","AMZ","Grocery & Gourmet Food","B01MPXF49H","https://www.amazon.com/Tiesta-Tea-Chocolate-Turmeric-Servings/dp/B01MPXF49H/ref=sr_1_234?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-234"
"","","227","Traditional Medicinals Organic Belly Comfort Peppermint Digestive Tea 16 Tea Bags (Pack of 6)","Traditional Medicinals","$29.09","342","8","$9949","338","4.5","28161","AMZ","Grocery & Gourmet Food","B0009F3PIA","https://www.amazon.com/Traditional-Medicinals-Organic-Peppermint-Digestive/dp/B0009F3PIA/ref=sr_1_235?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-235"
"","","228","Numi Organic Tea Three Roots 12 Count Box of Tea Bags (Pack of 3) Turmeric Tea (Packaging May Vary)","Numi","$17.97","773","16","$13891","395","4.5","16747","AMZ","Grocery & Gourmet Food","B00MFAOWJ8","https://www.amazon.com/Numi-Organic-Tea-Three-Turmeric/dp/B00MFAOWJ8/ref=sr_1_236?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-236"
"","","229","Traditional Medicinals Organic Smooth Move Peppermint Tea 16 ct","Traditional Medicinals","$6.89","41","1","$282","193","4.5","107830","","Grocery & Gourmet Food","B00EVJUYFC","https://www.amazon.com/Traditional-Medicinals-Organic-Smooth-Peppermint/dp/B00EVJUYFC/ref=sr_1_237?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-237"
"","","230","HAPPY LAB HAPPY STOMACH TEA. 1 pot with 14 biodegradable tea bags.","Happy-Lab","$10.99","15","1","$165","9","4.5","165929","FBA","Grocery & Gourmet Food","B01M59Z4RU","https://www.amazon.com/HAPPY-STOMACH-TEA-biodegradable-bags/dp/B01M59Z4RU/ref=sr_1_238?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-238"
"","","231","Salada Pure White Tea 40-Count Packages (Pack of 6)","Salada","$30.85","66","2","$2036","66","5","64639","AMZ","Grocery & Gourmet Food","B001SB16B2","https://www.amazon.com/Salada-Pure-White-40-Count-Packages/dp/B001SB16B2/ref=sr_1_239?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-239"
"","","232","Celestial Seasonings Wellness Tea Sleepytime Extra 40 Count Box (Pack of 6)","Celestial Seasonings","$23.94","1889","61","$45223","1081","4.5","4846","AMZ","Grocery & Gourmet Food","B07288BJXV","https://www.amazon.com/Celestial-Seasonings-Wellness-Sleepytime-Extra/dp/B07288BJXV/ref=sr_1_240?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-240"
"","","233","Wild-Harvested Kava Kava Root Tea  18 Bleach-Free Tea Bags  Caffeine-Free Tea Earthy and Rich Taste Chemical-Free GMO-Free Herbal Tea Kosher","Buddha Teas","$7.38","288","11","$2125","112","3.5","21765","FBA","Grocery & Gourmet Food","B00DLKQ4SI","https://www.amazon.com/Kava-Root-Tea-Organic-Bleach/dp/B00DLKQ4SI/ref=sr_1_241?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-241"
"","","234","Bigelow Classic Green Tea Bags 40-Count Boxes (Pack of 6) 240 Tea Bags Total Caffeinated Individual Green Tea Bags for Hot Tea or Iced Tea Drink Plain or Sweetened with Honey or Sugar","Bigelow Tea","$20.52","7764","207","$159317","2702","4.5","1025","AMZ","Grocery & Gourmet Food","B000GG0BNE","https://www.amazon.com/Bigelow-Tea-Caffeinated-Individual-Sweetened/dp/B000GG0BNE/ref=sr_1_242?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-242"
"","","235","The Tao of Tea Hibiscus Ginger Tea Loose Leaf 3.0 Ounce Tin to make 50 cups","The Tao of Tea","$7.62","2020","101","$15392","559","4.5","2735","AMZ","Grocery & Gourmet Food","B007Y94GN2","https://www.amazon.com/Tao-Tea-Hibiscus-Ginger-Loose/dp/B007Y94GN2/ref=sr_1_243?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-243"
"","","236","Organic Elderberries Echinacea Herbal Tea","Herbal Cup","$9.99","1030","18","$10290","13","4.5","15220","FBA","Grocery & Gourmet Food","B085B98379","https://www.amazon.com/Organic-Elderberries-Echinacea-Herbal-Tea/dp/B085B98379/ref=sr_1_244?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-244"
"","","237","Tiesta Tea Cocoa Chili Pumpkin Pumpkin Spiced Black Tea 50 Servings 5 Ounce Tin - High Caffeine Loose Leaf Black Tea Energizer Blend Non-GMO","Tiesta Tea","$8.74","23","1","$201","96","4.5","140812","AMZ","Grocery & Gourmet Food","B01M8NNEWV","https://www.amazon.com/Tiesta-Tea-Pumpkin-Spiced-Servings/dp/B01M8NNEWV/ref=sr_1_245?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-245"
"","","238","Stash Tea Chamomile Nights Herbal Tea 100 Count Tea Bags in Foil (Packaging May Vary) Individual Herbal Tea Bags for Use in Teapots Mugs or Cups Brew Hot Tea or Iced Tea","Stash","$12.99","900","31","$11691","236","4.5","9405","AMZ","Grocery & Gourmet Food","B003D4IYSU","https://www.amazon.com/Stash-Tea-Chamomile-Packaging-Individual/dp/B003D4IYSU/ref=sr_1_246?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-246"
"","","239","Yogi Tea Green Super Antioxidant 16 Count","Yogi","$7.99","30","1","$240","18","4","134731","","Grocery & Gourmet Food","B00H7JP74G","https://www.amazon.com/Yogi-Green-Super-Antioxidant-Count/dp/B00H7JP74G/ref=sr_1_247?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-247"
"","","240","Yogi Tea Green Tea Blueberry Slim Life Herbal Supplement Tea Bags 16 ct 2 pk","Yogi Tea","$10.55","13","2","$137","26","4.5","80378","","Grocery & Gourmet Food","B00KPTDKU8","https://www.amazon.com/Yogi-Green-Blueberry-Herbal-Supplement/dp/B00KPTDKU8/ref=sr_1_248?dchild=1&keywords=Yogi+tea&qid=1588738431&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-248"